"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"CEER_BROADN","Daily Nominal Canadian Effective Exchange Rates","Nominal Canadian Effective Exchange Rate (CEER) (1999=100)"
"CEER_BROADN_XUS","Daily Nominal CEER excluding the U.S. dollar","Nominal Canadian Effective Exchange Rate (CEER) excluding the U.S. dollar  (1999=100)"
"CEER_MCN","Daily Nominal CEER versus Major Currencies","Nominal Canadian Effective Exchange Rate (CEER) versus Major Currencies  (1999=100)"
"CEER_OITPN","Daily Nominal CEER versus Other Important Trading Partners","Nominal Canadian Effective Exchange Rate (CEER) versus Other Important Trading Partners  (1999=100)"

"OBSERVATIONS"
"date","CEER_BROADN","CEER_BROADN_XUS","CEER_MCN","CEER_OITPN"
"2020-09-16","117.26","121.12","110.10","139.18"
"2020-09-17","117.02","120.89","109.87","138.90"
"2020-09-18","117.09","120.92","109.90","139.07"
"2020-09-21","116.72","121.06","109.28","139.41"
"2020-09-22","116.64","121.04","109.25","139.18"
"2020-09-23","116.73","121.59","109.01","140.21"
"2020-09-24","116.80","121.85","108.95","140.62"
"2020-09-25","116.70","121.84","108.86","140.52"
"2020-09-28","116.76","121.80","108.88","140.68"
"2020-09-29","116.53","121.45","108.63","140.47"
"2020-09-30","116.82","121.61","109.04","140.44"
"2020-10-01","117.05","121.69","109.36","140.43"
"2020-10-02","116.86","121.47","109.25","140.01"
"2020-10-05","116.93","121.27","109.47","139.66"
"2020-10-06","116.92","121.28","109.45","139.68"
"2020-10-07","116.95","121.37","109.49","139.70"
"2020-10-08","117.41","121.82","109.97","140.12"
"2020-10-09","117.61","121.52","110.47","139.46"
"2020-10-12","117.61","121.52","110.47","139.46"
"2020-10-13","117.99","122.24","110.64","140.44"
"2020-10-14","117.79","121.90","110.53","139.99"
"2020-10-15","117.19","121.47","109.95","139.34"
"2020-10-16","117.32","121.42","110.22","139.08"
"2020-10-19","117.40","121.36","110.32","139.12"
"2020-10-20","117.57","121.47","110.49","139.29"
"2020-10-21","117.46","121.12","110.41","139.07"
"2020-10-22","117.44","121.25","110.36","139.16"
"2020-10-23","117.37","121.09","110.33","138.95"
"2020-10-26","117.01","120.89","109.89","138.81"
"2020-10-27","117.22","120.99","110.14","138.90"
"2020-10-28","116.43","120.57","109.20","138.53"
"2020-10-29","116.20","120.49","108.98","138.25"
"2020-10-30","116.37","120.57","109.25","138.15"
"2020-11-02","117.03","121.38","109.84","139.03"
"2020-11-03","117.70","121.77","110.54","139.61"
"2020-11-04","117.58","121.49","110.58","139.09"
"2020-11-05","117.78","121.17","111.00","138.66"
"2020-11-06","117.68","120.87","110.94","138.43"
"2020-11-09","118.24","121.41","111.74","138.38"
"2020-11-10","117.89","121.11","111.37","138.07"
"2020-11-11","117.89","121.11","111.37","138.07"
"2020-11-12","117.07","120.38","110.52","137.32"
"2020-11-13","116.75","119.96","110.24","136.87"
"2020-11-16","117.10","120.14","110.72","136.91"
"2020-11-17","116.84","119.72","110.53","136.43"
"2020-11-18","117.03","119.83","110.77","136.51"
"2020-11-19","116.97","119.88","110.67","136.57"
"2020-11-20","116.96","119.77","110.71","136.40"
"2020-11-23","116.97","119.87","110.66","136.57"
"2020-11-24","117.34","120.18","111.04","136.93"
"2020-11-25","117.44","120.13","111.19","136.88"
"2020-11-26","117.35","120.04","111.11","136.77"
"2020-11-27","117.56","120.21","111.25","137.16"
"2020-11-30","117.78","120.47","111.42","137.53"
"2020-12-01","117.69","120.20","111.40","137.25"
"2020-12-02","117.74","120.15","111.45","137.30"
"2020-12-03","117.88","119.98","111.71","137.13"
"2020-12-04","118.51","120.54","112.41","137.57"
"2020-12-07","118.54","120.59","112.46","137.57"
"2020-12-08","118.49","120.56","112.45","137.40"
"2020-12-09","118.65","120.82","112.53","137.77"
"2020-12-10","119.27","121.42","113.07","138.61"
"2020-12-11","119.04","121.28","112.78","138.54"
"2020-12-14","119.10","121.31","112.77","138.81"
"2020-12-15","119.33","121.45","113.05","138.92"
"2020-12-16","118.91","120.90","112.69","138.31"
"2020-12-17","118.97","120.73","112.77","138.31"
"2020-12-18","118.59","120.48","112.34","138.06"
"2020-12-21","118.15","120.25","111.78","137.95"
"2020-12-22","117.68","119.82","111.36","137.31"
"2020-12-23","118.12","120.24","111.76","137.87"
"2020-12-24","118.18","120.18","111.93","137.64"
"2020-12-25","118.18","120.18","111.93","137.64"
"2020-12-28","118.18","120.18","111.93","137.64"
"2020-12-29","118.33","120.23","112.06","137.84"
"2020-12-30","118.52","120.29","112.25","138.04"
"2020-12-31","118.87","120.66","112.59","138.44"
"2021-01-01","118.87","120.66","112.59","138.44"
"2021-01-04","118.51","120.14","112.44","137.52"
"2021-01-05","118.94","120.58","112.74","138.29"
"2021-01-06","119.03","120.56","112.92","138.14"
"2021-01-07","119.14","120.95","112.86","138.70"
"2021-01-08","119.23","121.11","112.94","138.82"
"2021-01-11","118.76","120.91","112.41","138.50"
"2021-01-12","118.91","120.85","112.71","138.27"
"2021-01-13","119.15","121.00","113.03","138.28"
"2021-01-14","119.63","121.46","113.55","138.69"
"2021-01-15","119.12","121.08","113.02","138.19"
"2021-01-18","118.86","120.88","112.76","137.94"
"2021-01-19","118.96","120.85","112.89","137.97"
"2021-01-20","119.62","121.45","113.61","138.49"
"2021-01-21","119.85","121.65","113.73","139.02"
"2021-01-22","119.26","121.27","112.95","138.92"
"2021-01-25","119.18","121.29","112.82","138.97"
"2021-01-26","119.33","121.28","113.07","138.85"
"2021-01-27","118.94","121.14","112.58","138.71"
"2021-01-28","118.57","120.72","112.24","138.25"
"2021-01-29","118.82","120.96","112.51","138.46"
"2021-02-01","118.68","121.06","112.29","138.53"
"2021-02-02","118.66","120.96","112.46","137.99"
"2021-02-03","118.98","121.29","112.77","138.37"
"2021-02-04","118.83","121.37","112.50","138.52"
"2021-02-05","119.04","121.36","112.81","138.50"
"2021-02-08","119.17","121.40","112.97","138.54"
"2021-02-09","119.29","121.35","113.08","138.69"
"2021-02-10","119.52","121.53","113.28","138.98"
"2021-02-11","119.50","121.46","113.31","138.83"
"2021-02-12","119.32","121.34","113.14","138.63"
"2021-02-15","119.32","121.34","113.14","138.63"
"2021-02-16","119.69","121.82","113.41","139.29"
"2021-02-17","119.61","121.89","113.33","139.18"
"2021-02-18","119.81","122.14","113.35","139.86"
"2021-02-19","120.42","122.61","113.96","140.50"
"2021-02-22","120.57","122.89","113.86","141.30"
"2021-02-23","120.62","122.90","113.98","141.18"
"2021-02-24","121.06","123.28","114.54","141.32"
"2021-02-25","121.39","123.74","114.59","142.39"
"2021-02-26","120.37","123.11","113.51","141.49"
"2021-03-01","120.51","123.19","113.85","141.13"
"2021-03-02","120.88","123.60","114.12","141.78"
"2021-03-03","120.96","123.79","114.09","142.14"
"2021-03-04","121.01","123.94","114.21","142.02"
"2021-03-05","121.20","124.58","114.20","142.75"
"2021-03-08","121.63","125.33","114.43","143.73"
"2021-03-09","121.65","125.15","114.54","143.50"
"2021-03-10","121.43","124.75","114.48","142.86"
"2021-03-11","121.77","124.75","115.02","142.67"
"2021-03-12","122.61","125.77","115.76","143.79"
"2021-03-15","122.75","125.91","115.93","143.83"
"2021-03-16","122.94","126.06","116.17","143.89"
"2021-03-17","122.89","126.05","116.07","143.97"
"2021-03-18","122.80","125.82","116.11","143.55"
"2021-03-19","122.37","125.41","115.73","142.95"
"2021-03-22","122.32","125.37","115.59","143.16"
"2021-03-23","122.03","125.26","115.31","142.86"
"2021-03-24","122.25","125.67","115.43","143.32"
"2021-03-25","122.02","125.61","115.14","143.24"
"2021-03-26","122.19","125.71","115.38","143.23"
"2021-03-29","122.22","125.89","115.28","143.61"
"2021-03-30","121.99","125.76","115.11","143.19"
"2021-03-31","122.33","125.93","115.61","143.14"
"2021-04-01","122.37","125.92","115.64","143.20"
"2021-04-02","122.37","125.92","115.64","143.20"
"2021-04-05","122.61","126.03","115.87","143.48"
"2021-04-06","122.03","125.23","115.45","142.48"
"2021-04-07","121.45","124.61","114.86","141.89"
"2021-04-08","121.71","124.79","115.11","142.20"
"2021-04-09","122.19","125.41","115.49","142.96"
"2021-04-12","122.06","125.23","115.35","142.85"
"2021-04-13","122.00","125.13","115.28","142.82"
"2021-04-14","122.02","124.99","115.35","142.70"
"2021-04-15","121.90","124.72","115.35","142.24"
"2021-04-16","122.12","124.91","115.58","142.45"
"2021-04-19","121.73","124.30","115.24","141.93"
"2021-04-20","121.25","123.83","114.76","141.40"
"2021-04-21","121.75","124.37","115.25","141.97"
"2021-04-22","121.96","124.57","115.49","142.08"
"2021-04-23","121.93","124.43","115.45","142.10"
"2021-04-26","122.62","125.06","116.15","142.77"
"2021-04-27","122.78","125.30","116.26","143.09"
"2021-04-28","123.18","125.66","116.69","143.40"
"2021-04-29","123.77","126.19","117.25","144.08"
"2021-04-30","124.08","126.73","117.52","144.52"
"2021-05-03","124.14","126.80","117.52","144.74"
"2021-05-04","123.92","126.69","117.29","144.53"
"2021-05-05","124.33","127.09","117.72","144.88"
"2021-05-06","124.85","127.44","118.28","145.32"
"2021-05-07","124.84","127.01","118.45","144.82"
"2021-05-10","125.33","127.39","118.97","145.25"
"2021-05-11","125.37","127.47","118.96","145.43"
"2021-05-12","125.75","128.20","119.21","146.19"
"2021-05-13","125.23","127.71","118.72","145.57"
"2021-05-14","125.36","127.58","118.96","145.41"
"2021-05-17","125.66","127.88","119.19","145.89"
"2021-05-18","125.75","127.78","119.30","145.92"
"2021-05-19","125.38","127.53","118.88","145.68"
"2021-05-20","125.67","127.80","119.14","146.06"
"2021-05-21","125.84","128.04","119.29","146.27"
"2021-05-24","125.84","128.04","119.29","146.27"
"2021-05-25","125.69","127.72","119.21","145.96"
"2021-05-26","125.14","127.16","118.78","145.06"
"2021-05-27","125.55","127.61","119.19","145.50"
"2021-05-28","125.37","127.39","119.12","145.02"
"2021-05-31","125.41","127.33","119.16","145.07"
"2021-06-01","125.70","127.59","119.43","145.42"
"2021-06-02","125.62","127.55","119.38","145.24"
"2021-06-03","125.39","127.57","119.10","145.14"
"2021-06-04","125.38","127.38","119.14","144.99"
"2021-06-07","125.34","127.21","119.17","144.78"
"2021-06-08","125.13","127.02","118.97","144.51"
"2021-06-09","125.07","126.90","118.99","144.29"
"2021-06-10","125.12","126.98","119.01","144.39"
"2021-06-11","124.82","126.90","118.65","144.23"
"2021-06-14","124.89","126.98","118.70","144.35"
"2021-06-15","124.54","126.73","118.28","144.20"
"2021-06-16","124.53","126.75","118.30","144.12"
"2021-06-17","123.75","126.60","117.34","143.78"
"2021-06-18","123.18","126.21","116.73","143.30"
"2021-06-21","123.54","126.52","117.02","143.84"
"2021-06-22","123.76","126.75","117.23","144.10"
"2021-06-23","124.22","127.01","117.82","144.24"
"2021-06-24","123.79","126.46","117.57","143.35"
"2021-06-25","123.84","126.35","117.75","143.02"
"2021-06-28","123.50","126.08","117.41","142.70"
"2021-06-29","123.10","125.74","117.03","142.23"
"2021-06-30","123.13","125.88","117.04","142.29"
"2021-07-01","123.13","125.88","117.04","142.29"
"2021-07-02","123.62","126.45","117.46","142.97"
"2021-07-05","123.65","126.43","117.49","143.02"
"2021-07-06","122.87","125.85","116.60","142.51"
"2021-07-07","122.68","125.74","116.39","142.38"
"2021-07-08","122.07","125.14","115.65","142.10"
"2021-07-09","122.54","125.48","116.19","142.39"
"2021-07-12","122.58","125.52","116.26","142.36"
"2021-07-13","122.31","125.37","116.00","142.04"
"2021-07-14","122.30","125.20","116.08","141.78"
"2021-07-15","121.62","124.55","115.44","141.00"
"2021-07-16","121.45","124.40","115.28","140.77"
"2021-07-19","120.10","123.22","113.80","139.74"
"2021-07-20","120.48","123.71","114.15","140.22"
"2021-07-21","121.79","125.02","115.40","141.71"
"2021-07-22","121.94","125.11","115.58","141.77"
"2021-07-23","121.88","125.07","115.56","141.62"
"2021-07-26","122.05","125.18","115.69","141.90"
"2021-07-27","121.76","124.87","115.34","141.76"
"2021-07-28","121.85","124.94","115.50","141.66"
"2021-07-29","122.57","125.31","116.34","142.10"
"2021-07-30","122.61","125.50","116.30","142.35"
"2021-08-02","122.61","125.50","116.30","142.35"
"2021-08-03","121.84","124.73","115.48","141.68"
"2021-08-04","121.86","124.77","115.53","141.62"
"2021-08-05","122.33","125.25","116.01","142.06"
"2021-08-06","122.11","125.30","115.73","142.03"
"2021-08-09","122.07","125.34","115.65","142.06"
"2021-08-10","122.40","125.76","115.98","142.41"
"2021-08-11","122.59","125.84","116.23","142.47"
"2021-08-12","122.47","125.73","116.12","142.31"
"2021-08-13","122.39","125.52","116.00","142.30"
"2021-08-16","121.87","125.01","115.49","141.79"
"2021-08-17","121.59","124.93","115.17","141.60"
"2021-08-18","121.58","124.97","115.16","141.56"
"2021-08-19","120.28","123.85","113.80","140.40"
"2021-08-20","119.83","123.52","113.25","140.22"
"2021-08-23","121.24","124.77","114.65","141.70"
"2021-08-24","121.76","125.12","115.27","141.94"
"2021-08-25","121.65","125.02","115.18","141.80"
"2021-08-26","121.40","124.81","114.91","141.59"
"2021-08-27","121.36","124.58","114.95","141.30"
"2021-08-30","121.54","124.67","115.22","141.29"
"2021-08-31","121.27","124.27","115.05","140.75"
"2021-09-01","121.27","124.19","115.07","140.69"
"2021-09-02","121.57","124.46","115.33","141.09"
"2021-09-03","121.96","124.72","115.74","141.43"
"2021-09-06","121.96","124.72","115.74","141.43"
"2021-09-07","121.19","124.14","114.94","140.71"
"2021-09-08","120.77","123.80","114.52","140.30"
"2021-09-09","120.92","123.92","114.65","140.52"
"2021-09-10","121.04","123.95","114.87","140.38"
"2021-09-13","120.85","123.85","114.65","140.25"
"2021-09-14","120.80","123.73","114.60","140.17"
"2021-09-15","120.86","123.77","114.69","140.17"
"2021-09-16","120.88","124.00","114.64","140.37"
"2021-09-17","120.57","123.81","114.29","140.18"
"2021-09-20","119.74","123.12","113.37","139.56"
"2021-09-21","119.92","123.24","113.59","139.66"
"2021-09-22","120.30","123.58","114.00","139.95"
"2021-09-23","121.21","124.46","114.90","140.90"
"2021-09-24","121.14","124.56","114.77","141.00"
"2021-09-27","121.57","125.01","115.19","141.46"
"2021-09-28","121.44","125.12","114.93","141.66"
"2021-09-29","121.12","125.03","114.58","141.43"
"2021-09-30","121.12","125.03","114.58","141.43"
"2021-10-01","121.77","125.54","115.29","141.92"
"2021-10-04","122.46","126.25","115.85","142.96"
"2021-10-05","122.62","126.50","116.00","143.18"
"2021-10-06","122.48","126.55","115.78","143.22"
"2021-10-07","122.93","126.95","116.25","143.67"
"2021-10-08","123.72","127.80","116.96","144.68"
"2021-10-11","123.72","127.80","116.96","144.68"
"2021-10-12","124.11","128.36","117.32","145.16"
"2021-10-13","124.05","128.10","117.36","144.83"
"2021-10-14","124.67","128.64","117.98","145.45"
"2021-10-15","124.50","128.37","117.93","144.96"
"2021-10-18","124.52","128.39","117.95","144.99"
"2021-10-19","124.44","128.07","118.02","144.52"
"2021-10-20","124.67","128.26","118.26","144.72"
"2021-10-21","124.56","128.25","118.05","144.88"
"2021-10-22","124.43","128.05","117.98","144.59"
"2021-10-25","124.18","127.77","117.83","144.06"
"2021-10-26","124.22","127.81","117.90","144.01"
"2021-10-27","124.43","128.06","118.03","144.47"
"2021-10-28","124.48","128.08","117.96","144.83"
"2021-10-29","124.45","128.33","117.85","144.99"
"2021-11-01","124.74","128.74","117.99","145.69"
"2021-11-02","124.38","128.37","117.67","145.20"
"2021-11-03","124.30","128.34","117.56","145.20"
"2021-11-04","123.92","127.88","117.36","144.33"
"2021-11-05","123.76","127.61","117.33","143.83"
"2021-11-08","123.62","127.32","117.24","143.58"
"2021-11-09","123.56","127.18","117.23","143.37"
"2021-11-10","123.78","127.65","117.43","143.66"
"2021-11-11","123.78","127.65","117.43","143.66"
"2021-11-12","122.80","126.76","116.57","142.33"
"2021-11-15","123.37","127.43","117.08","143.07"
"2021-11-16","123.32","127.63","116.99","143.12"
"2021-11-17","122.83","127.08","116.60","142.36"
"2021-11-18","122.67","126.94","116.32","142.50"
"2021-11-19","122.56","126.94","116.21","142.39"
"2021-11-22","122.38","126.95","116.01","142.27"
"2021-11-23","122.32","127.07","115.80","142.60"
"2021-11-24","122.83","127.79","116.24","143.30"
"2021-11-25","123.06","128.05","116.42","143.69"
"2021-11-26","121.91","126.82","115.06","143.06"
"2021-11-29","122.00","126.94","115.20","143.00"
"2021-11-30","121.42","126.05","114.80","141.95"
"2021-12-01","121.48","126.03","114.93","141.81"
"2021-12-02","121.18","125.78","114.61","141.54"
"2021-12-03","121.30","125.99","114.71","141.73"
"2021-12-06","121.62","126.33","115.06","141.99"
"2021-12-07","122.70","127.39","116.22","142.88"
"2021-12-08","122.53","126.91","116.20","142.30"
"2021-12-09","122.16","126.70","115.75","142.17"
"2021-12-10","121.95","126.41","115.57","141.86"
"2021-12-13","121.31","125.82","114.93","141.19"
"2021-12-14","120.95","125.60","114.49","141.04"
"2021-12-15","120.60","125.31","114.11","140.74"
"2021-12-16","121.32","125.78","114.91","141.29"
"2021-12-17","120.75","125.21","114.45","140.40"
"2021-12-20","119.89","124.36","113.61","139.50"
"2021-12-21","120.07","124.58","113.78","139.71"
"2021-12-22","120.50","124.89","114.20","140.17"
"2021-12-23","120.87","125.19","114.62","140.40"
"2021-12-24","120.86","125.15","114.66","140.26"
"2021-12-27","120.86","125.15","114.66","140.26"
"2021-12-28","120.86","125.15","114.66","140.26"
"2021-12-29","120.88","125.12","114.69","140.27"
"2021-12-30","121.10","125.30","114.98","140.31"
"2021-12-31","121.89","125.98","115.80","141.02"
"2022-01-03","121.89","125.98","115.80","141.02"
"2022-01-04","121.92","126.31","115.72","141.36"
"2022-01-05","121.68","125.92","115.53","140.97"
"2022-01-06","121.66","126.08","115.41","141.20"
"2022-01-07","122.20","126.49","115.99","141.68"
"2022-01-10","122.11","126.41","115.91","141.52"
"2022-01-11","122.66","126.85","116.51","141.99"
"2022-01-12","123.30","127.24","117.14","142.67"
"2022-01-13","123.44","127.27","117.25","142.87"
"2022-01-14","122.91","126.79","116.79","142.14"
"2022-01-17","123.19","127.10","117.11","142.33"
"2022-01-18","123.31","127.42","117.19","142.56"
"2022-01-19","123.57","127.60","117.48","142.75"
"2022-01-20","123.73","127.74","117.67","142.83"
"2022-01-21","123.04","127.04","116.99","142.10"
"2022-01-24","122.18","126.34","116.09","141.32"
"2022-01-25","122.47","126.68","116.39","141.60"
"2022-01-26","122.68","126.87","116.64","141.69"
"2022-01-27","122.15","126.79","116.07","141.27"
"2022-01-28","121.62","126.27","115.53","140.73"
"2022-01-31","121.84","126.25","115.85","140.75"
"2022-02-01","121.90","126.13","115.91","140.75"
"2022-02-02","121.93","126.05","115.90","140.91"
"2022-02-03","121.79","125.79","115.70","140.91"
"2022-02-04","121.09","125.12","114.99","140.23"
"2022-02-07","121.70","125.70","115.62","140.80"
"2022-02-08","121.55","125.59","115.49","140.60"
"2022-02-09","121.68","125.59","115.69","140.55"
"2022-02-10","121.62","125.49","115.68","140.37"
"2022-02-11","121.50","125.44","115.62","140.08"
"2022-02-14","121.29","125.35","115.48","139.72"
"2022-02-15","121.09","124.98","115.34","139.35"
"2022-02-16","121.50","125.29","115.76","139.72"
"2022-02-17","121.39","125.16","115.66","139.58"
"2022-02-18","121.00","124.75","115.38","138.92"
"2022-02-21","121.00","124.75","115.38","138.92"
"2022-02-22","120.87","124.57","115.28","138.69"
"2022-02-23","121.02","124.65","115.54","138.59"
"2022-02-24","120.65","124.90","114.93","138.80"
"2022-02-25","121.15","125.14","115.52","139.10"
"2022-02-28","121.67","125.73","115.98","139.78"
"2022-03-01","121.76","126.00","116.06","139.90"
"2022-03-02","122.27","126.62","116.52","140.53"
"2022-03-03","122.31","126.68","116.63","140.41"
"2022-03-04","121.86","126.55","116.13","140.08"
"2022-03-07","121.97","126.96","116.08","140.61"
"2022-03-08","121.16","126.19","115.22","139.88"
"2022-03-09","121.07","125.62","115.28","139.39"
"2022-03-10","121.61","126.29","115.79","140.03"
"2022-03-11","122.37","127.28","116.53","140.87"
"2022-03-14","121.94","126.95","116.04","140.61"
"2022-03-15","121.76","126.81","115.83","140.48"
"2022-03-16","122.27","127.10","116.47","140.68"
"2022-03-17","122.60","127.12","116.89","140.79"
"2022-03-18","122.98","127.56","117.32","141.05"
"2022-03-21","123.16","127.70","117.55","141.10"
"2022-03-22","123.22","127.77","117.66","141.04"
"2022-03-23","123.40","127.97","117.90","141.08"
"2022-03-24","123.62","128.17","118.19","141.13"
"2022-03-25","123.91","128.34","118.58","141.17"
"2022-03-28","123.76","128.41","118.39","141.13"
"2022-03-29","123.68","127.97","118.37","140.90"
"2022-03-30","123.82","127.89","118.55","140.95"
"2022-03-31","123.66","127.81","118.43","140.66"
"2022-04-01","123.63","127.89","118.44","140.53"
"2022-04-04","123.83","128.08","118.77","140.40"
"2022-04-05","124.37","128.78","119.26","141.12"
"2022-04-06","124.03","128.64","118.82","140.99"
"2022-04-07","123.41","128.10","118.17","140.43"
"2022-04-08","123.44","128.20","118.22","140.39"
"2022-04-11","123.10","127.84","117.95","139.91"
"2022-04-12","123.03","127.67","118.02","139.47"
"2022-04-13","123.13","127.78","118.14","139.53"
"2022-04-14","123.43","128.29","118.30","140.17"
"2022-04-15","123.43","128.29","118.30","140.17"
"2022-04-18","123.32","128.24","118.30","139.80"
"2022-04-19","123.47","128.58","118.33","140.23"
"2022-04-20","124.56","129.62","119.29","141.71"
"2022-04-21","124.49","129.71","119.06","142.01"
"2022-04-22","123.28","128.91","117.67","141.23"
"2022-04-25","123.16","129.17","117.36","141.60"
"2022-04-26","123.01","129.21","117.15","141.58"
"2022-04-27","123.03","129.52","117.17","141.59"
"2022-04-28","123.45","130.38","117.44","142.44"
"2022-04-29","123.46","130.06","117.60","142.06"
"2022-05-02","122.73","129.52","116.80","141.48"
"2022-05-03","123.03","129.69","117.16","141.63"
"2022-05-04","123.27","129.85","117.45","141.77"
"2022-05-05","123.38","130.17","117.47","142.10"
"2022-05-06","122.85","129.65","116.87","141.72"
"2022-05-09","122.46","129.61","116.22","142.03"
"2022-05-10","122.07","129.25","115.83","141.62"
"2022-05-11","122.38","129.50","116.18","141.82"
"2022-05-12","122.21","129.76","115.87","141.99"
"2022-05-13","122.91","130.39","116.66","142.47"
"2022-05-16","123.41","130.82","117.17","143.00"
"2022-05-17","123.37","130.25","117.31","142.45"
"2022-05-18","123.44","130.45","117.32","142.68"
"2022-05-19","123.37","130.02","117.32","142.42"
"2022-05-20","123.12","129.71","117.22","141.81"
"2022-05-23","123.12","129.71","117.22","141.81"
"2022-05-24","122.62","128.69","116.76","141.18"
"2022-05-25","122.75","129.05","116.82","141.50"
"2022-05-26","123.13","129.40","117.11","142.10"
"2022-05-27","123.34","129.34","117.55","141.76"
"2022-05-30","123.80","129.57","118.14","141.89"
"2022-05-31","124.20","130.23","118.45","142.53"
"2022-06-01","124.53","130.80","118.75","142.97"
"2022-06-02","124.71","130.77","118.97","143.03"
"2022-06-03","124.95","131.08","119.22","143.26"
"2022-06-06","125.15","131.33","119.45","143.39"
"2022-06-07","125.44","131.83","119.63","143.99"
"2022-06-08","125.64","132.08","119.77","144.31"
"2022-06-09","124.80","131.37","118.97","143.35"
"2022-06-10","124.09","131.18","118.12","143.00"
"2022-06-13","124.00","131.72","117.65","143.84"
"2022-06-14","123.40","131.25","117.05","143.25"
"2022-06-15","123.22","130.97","116.96","142.84"
"2022-06-16","123.00","130.36","116.68","142.76"
"2022-06-17","122.19","129.68","115.96","141.69"
"2022-06-20","122.38","129.70","116.23","141.67"
"2022-06-21","122.94","130.25","116.80","142.23"
"2022-06-22","122.77","130.02","116.63","142.05"
"2022-06-23","122.48","129.80","116.35","141.76"
"2022-06-24","122.79","129.97","116.71","141.91"
"2022-06-27","123.14","130.28","117.04","142.34"
"2022-06-28","123.63","131.03","117.44","143.07"
"2022-06-29","123.68","131.26","117.49","143.12"
"2022-06-30","123.59","131.16","117.42","143.01"
"2022-07-01","123.59","131.16","117.42","143.01"
"2022-07-04","123.97","131.75","117.66","143.74"
"2022-07-05","122.99","131.30","116.60","142.93"
"2022-07-06","123.09","131.58","116.69","143.06"
"2022-07-07","123.54","131.94","117.25","143.23"
"2022-07-08","123.62","131.95","117.42","143.09"
"2022-07-11","123.84","132.67","117.48","143.73"
"2022-07-12","123.79","132.71","117.34","143.91"
"2022-07-13","124.11","132.99","117.68","144.17"
"2022-07-14","123.01","132.23","116.49","143.30"
"2022-07-15","123.62","132.56","117.16","143.76"
"2022-07-18","124.14","132.80","117.71","144.21"
"2022-07-19","124.36","132.86","117.86","144.63"
"2022-07-20","124.75","133.46","118.17","145.25"
"2022-07-21","124.75","133.55","118.05","145.53"
"2022-07-22","124.71","133.31","118.07","145.36"
"2022-07-25","124.84","133.35","118.26","145.33"
"2022-07-26","124.73","133.40","118.22","145.03"
"2022-07-27","124.80","133.44","118.30","145.06"
"2022-07-28","124.81","133.13","118.43","144.76"
"2022-07-29","124.79","132.99","118.40","144.79"
"2022-08-01","124.79","132.99","118.40","144.79"
"2022-08-02","124.57","132.85","118.02","144.99"
"2022-08-03","124.81","133.29","118.26","145.20"
"2022-08-04","124.47","132.62","118.05","144.52"
"2022-08-05","123.89","132.19","117.55","143.74"
"2022-08-08","124.42","132.55","118.14","144.12"
"2022-08-09","124.16","132.25","117.89","143.83"
"2022-08-10","124.48","132.06","118.31","143.90"
"2022-08-11","124.83","132.43","118.60","144.43"
"2022-08-12","124.68","132.40","118.56","143.97"
"2022-08-15","123.74","131.65","117.63","142.99"
"2022-08-16","124.28","132.36","118.11","143.69"
"2022-08-17","123.99","132.18","117.77","143.51"
"2022-08-18","124.02","132.40","117.78","143.60"
"2022-08-19","123.82","132.56","117.52","143.56"
"2022-08-22","123.68","132.66","117.37","143.43"
"2022-08-23","124.07","132.88","117.86","143.57"
"2022-08-24","124.02","132.88","117.82","143.49"
"2022-08-25","124.35","133.14","118.15","143.86"
"2022-08-26","123.87","132.64","117.65","143.39"
"2022-08-29","123.92","132.91","117.58","143.75"
"2022-08-30","123.34","132.35","116.97","143.25"
"2022-08-31","123.03","132.03","116.65","142.96"
"2022-09-01","122.87","132.20","116.45","142.89"
"2022-09-02","123.12","132.30","116.78","142.93"
"2022-09-05","123.12","132.30","116.78","142.93"
"2022-09-06","123.46","133.15","116.95","143.73"
"2022-09-07","123.23","132.91","116.71","143.52"
"2022-09-08","123.55","133.12","117.04","143.82"
"2022-09-09","123.90","133.12","117.47","144.00"
"2022-09-12","124.15","133.12","117.70","144.27"
"2022-09-13","123.42","132.81","116.96","143.57"
"2022-09-14","122.99","132.44","116.48","143.26"
"2022-09-15","122.88","132.50","116.21","143.53"
"2022-09-16","122.13","131.74","115.50","142.68"
"2022-09-19","122.09","131.68","115.47","142.60"
"2022-09-20","121.65","131.28","115.06","142.05"
"2022-09-21","121.43","131.29","114.88","141.76"
"2022-09-22","120.82","130.75","114.22","141.24"
"2022-09-23","120.70","131.27","113.93","141.57"
"2022-09-26","119.91","130.90","113.05","141.00"
"2022-09-27","119.97","131.09","113.06","141.19"
"2022-09-28","120.45","131.52","113.40","142.05"
"2022-09-29","119.63","130.25","112.75","140.78"
"2022-09-30","119.63","130.25","112.75","140.78"
"2022-10-03","119.74","130.09","112.97","140.57"
"2022-10-04","120.09","130.07","113.29","141.03"
"2022-10-05","119.75","129.93","112.96","140.63"
"2022-10-06","119.21","129.48","112.51","139.85"
"2022-10-07","119.43","129.87","112.77","139.98"
"2022-10-10","119.43","129.87","112.77","139.98"
"2022-10-11","119.13","129.78","112.38","139.89"
"2022-10-12","119.06","129.86","112.31","139.85"
"2022-10-13","118.95","129.68","112.13","139.91"
"2022-10-14","118.67","129.52","111.84","139.65"
"2022-10-17","119.51","130.20","112.61","140.70"
